,famme ,flame x2,Wasser0,Wasser1,Volt,waterpump,Fan_speed,Fuelpump/10,GLOW
888,"72,63","36,32","42,8","43,1","12,1",50,90,0,0
889,"72,63","36,32","43,1","42,8","12,1",50,90,0,0
890,"71,31","35,66","43,1","42,8","12,1",50,90,0,0
891,"71,31","35,66","43,1","43,1","12,1",50,90,0,0
892,"71,31","35,66","43,1","42,8","12,1",50,90,0,0
893,"70,00","35,00","43,1","43,1","12,0",50,90,0,0
894,"70,00","35,00","43,1","43,1","12,1",50,100,0,0
895,"70,00","35,00","43,1","43,7","12,1",50,100,0,0
896,"67,40","33,70","43,1","43,1","12,0",50,110,0,0
897,"68,70","34,35","43,1","43,5","12,0",50,110,0,0
898,"68,70","34,35","43,1","43,1","12,0",50,100,0,0
899,"68,70","34,35","43,1","43,8","12,1",50,100,0,0
900,"67,40","33,70","43,1","43,2","12,1",50,100,0,0
901,"67,40","33,70","43,1","43,1","12,1",50,100,0,0
902,"67,40","33,70","43,1","43,1","12,1",50,100,0,0
903,"66,10","33,05","43,1","43,1","12,1",50,100,0,0
904,"66,10","33,05","43,1","43,1","12,0",50,100,0,0
905,"64,82","32,41","43,1","43,1","12,1",50,100,0,0
906,"66,10","33,05","43,1","43,1","12,0",50,100,0,0
907,"66,10","33,05","43,2","43,1","12,0",50,100,0,0
908,"64,82","32,41","43,2","43,1","12,0",50,100,0,0
909,"64,82","32,41","43,2","43,1","12,0",50,100,0,0
910,"64,82","32,41","43,1","43,1","12,1",50,100,0,0
911,"63,53","31,77","43,1","43,2","12,1",50,100,0,0
912,"63,53","31,77","43,2","43,1","12,0",50,100,0,0
913,"63,53","31,77","43,2","43,1","12,0",50,100,0,0
914,"62,26","31,13","43,1","43,2","12,0",50,100,0,0
915,"62,26","31,13","43,1","43,1","12,1",50,100,0,0
916,"62,26","31,13","43,2","43,1","12,0",50,100,0,0
917,"62,26","31,13","43,1","43,2","12,0",50,100,0,0
918,"62,26","31,13","43,1","43,1","12,0",50,100,0,0
919,"60,99","30,50","43,2","43,1","12,0",50,100,0,0
920,"60,99","30,50","43,1","43,1","12,0",50,100,0,0
921,"60,99","30,50","43,1","43,1","12,0",50,100,0,0
922,"60,99","30,50","43,1","43,1","12,0",50,100,0,0
923,"60,99","30,50","43,1","43,1","12,0",50,100,0,0
924,"59,72","29,86","42,9","43,1","12,0",50,100,0,0
925,"59,72","29,86","43,1","43,1","12,0",50,100,0,0
926,"59,72","29,86","43,1","43,1","12,0",50,100,0,0
927,"59,72","29,86","43,1","43,1","12,0",50,100,0,0
928,"59,72","29,86","43,1","43,1","11,9",50,100,0,0
929,"58,46","29,23","43,1","43,1","12,0",50,100,0,0
930,"57,21","28,61","43,1","43,1","12,0",50,100,0,0
931,"58,46","29,23","43,1","43,1","12,0",50,100,0,0
932,"58,46","29,23","43,1","43,1","11,9",50,100,0,0
933,"57,21","28,61","42,9","43,1","12,0",50,100,0,0
934,"57,21","28,61","42,9","43,1","11,9",50,100,0,0
935,"55,96","27,98","42,9","43,1","11,9",50,100,0,0
936,"57,21","28,61","43,1","42,6","11,9",50,100,0,0
937,"55,96","27,98","43,1","43,1","12,0",50,100,0,0
938,"55,96","27,98","42,8","42,9","12,0",50,100,0,0
939,"53,47","26,74","43,1","43,1","12,0",50,100,0,0
940,"57,21","28,61","43,1","42,8","11,9",50,100,0,0
941,"55,96","27,98","42,9","42,9","12,0",50,100,0,0
942,"54,71","27,36","42,9","42,9","12,0",50,100,0,0
943,"55,96","27,98","42,9","42,9","11,9",50,100,0,0
944,"55,96","27,98","42,8","42,9","12,0",50,100,0,0
945,"55,96","27,98","42,9","42,9","11,9",50,100,0,0
946,"55,96","27,98","43,1","42,9","12,0",50,100,0,0
947,"54,71","27,36","42,8","42,9","12,0",50,100,0,0
948,"54,71","27,36","42,9","42,9","11,9",50,100,0,0
949,"54,71","27,36","42,9","42,8","11,9",50,100,0,0
950,"54,71","27,36","42,9","42,8","11,9",50,100,0,0
951,"54,71","27,36","42,8","42,9","12,0",50,100,0,0
952,"54,71","27,36","43,5","42,3","11,9",50,100,0,0
953,"54,71","27,36","42,9","42,8","11,9",50,100,0,0
954,"54,71","27,36","43,8","42,3","11,9",50,100,0,0
955,"53,47","26,74","43,1","42,8","11,9",50,100,0,0
956,"53,47","26,74","42,9","42,6","11,9",50,100,0,0
957,"53,47","26,74","42,9","42,8","11,9",50,100,0,0
958,"53,47","26,74","42,8","42,6","11,9",50,100,0,0
959,"53,47","26,74","42,8","42,6","12,0",50,100,0,0
960,"53,47","26,74","42,8","42,6","11,9",50,100,0,0
961,"52,24","26,12","42,8","42,8","11,9",50,100,0,0
962,"52,24","26,12","42,9","42,8","11,9",50,100,0,0
963,"52,24","26,12","42,8","43,5","11,9",50,100,0,0
964,"52,24","26,12","42,8","42,8","11,9",50,100,0,0
965,"52,24","26,12","42,8","43,5","11,9",50,100,0,0
966,"52,24","26,12","43,4","42,3","11,9",50,100,0,0
967,"52,24","26,12","42,8","42,8","11,9",50,100,0,0
968,"48,57","24,29","42,8","42,8","11,9",50,100,0,0
969,"51,01","25,51","42,8","42,8","11,9",50,100,0,0
970,"51,01","25,51","43,7","42,3","11,9",50,100,0,0
971,"51,01","25,51","42,8","42,8","11,9",50,100,0,0
972,"51,01","25,51","42,8","42,5","12,0",50,100,0,0
973,"51,01","25,51","42,8","42,6","11,9",50,100,0,0
974,"48,57","24,29","42,8","42,5","12,0",50,100,0,0
975,"51,01","25,51","42,6","42,5","11,9",50,100,0,0
976,"51,01","25,51","42,3","42,6","11,9",50,100,0,0
977,"51,01","25,51","42,5","42,6","11,9",50,100,0,0
978,"51,01","25,51","43,7","42,3","11,9",50,100,0,0
979,"44,95","22,48","41,6","41,6","12,0",0,0,0,0
980,"46,15","23,08","41,6","41,6","12,0",0,0,0,0
981,"46,15","23,08","41,6","41,5","12,0",0,0,0,0
982,"46,15","23,08","41,6","41,5","12,0",0,0,0,0
983,"46,15","23,08","41,5","41,5","12,0",0,0,0,0
984,"46,15","23,08","41,6","41,5","12,0",0,0,0,0
985,"46,15","23,08","41,5","41,5","12,0",0,0,0,0
986,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
987,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
988,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
989,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
990,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
991,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
992,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
993,"48,57","24,29","41,5","41,5","12,0",0,0,0,0
994,"47,36","23,68","41,5","41,5","12,0",0,0,0,0
995,"48,57","24,29","41,5","41,3","12,0",0,0,0,0
996,"48,57","24,29","41,6","41,2","12,0",0,20,"15,4",50
997,"48,57","24,29","41,9","41,2","12,1",0,20,"7,7",50
998,"48,57","24,29","41,6","41,2","12,0",0,20,"7,7",50
999,"48,57","24,29","41,3","41,3","12,0",0,20,"7,7",50
1000,"49,79","24,90","41,2","41,8","12,0",0,20,"7,7",50
1001,"49,79","24,90","41,3","41,2","12,0",0,20,"7,7",50
1002,"49,79","24,90","41,3","41,3","12,0",0,20,"7,7",50
1003,"49,79","24,90","41,3","41,3","12,0",0,20,"7,7",50
1004,"49,79","24,90","41,3","41,2","12,0",0,20,"7,7",50
1005,"49,79","24,90","41,3","41,2","12,0",0,20,"7,7",50
1006,"49,79","24,90","41,2","41,2","12,0",0,20,"7,7",50
1007,"51,01","25,51","41,2","41,3","12,0",0,20,"7,7",50
1008,"49,79","24,90","41,2","41,2","12,0",0,20,"15,4",50
1009,"51,01","25,51","41,2","41,2","12,0",0,20,"15,4",50
1010,"51,01","25,51","41,2","41,2","12,0",50,20,"15,4",50
1011,"51,01","25,51","41,2","41,0","12,0",50,20,"15,4",50
1012,"51,01","25,51","41,2","41,0","12,0",50,20,"15,4",50
1013,"51,01","25,51","40,9","41,2","12,0",50,20,"15,4",50
1014,"51,01","25,51","41,0","41,5","12,0",50,20,"15,4",50
1015,"51,01","25,51","41,0","41,0","12,0",50,20,"15,4",50
1016,"51,01","25,51","41,0","41,2","12,0",50,20,"15,4",50
1017,"52,24","26,12","41,2","41,0","12,0",50,20,"15,4",50
1018,"51,01","25,51","41,2","41,0","12,0",50,20,"15,4",50
1019,"48,57","24,29","41,0","41,0","12,0",50,20,"15,4",50
1020,"52,24","26,12","41,3","41,0","12,0",50,20,"15,4",50
1021,"52,24","26,12","41,0","41,5","11,9",50,20,"15,4",50
1022,"52,24","26,12","41,0","41,0","12,0",50,20,"15,4",50
1023,"52,24","26,12","41,0","40,9","12,0",50,20,"15,4",50
1024,"51,01","25,51","41,0","41,0","12,0",50,20,"15,4",50
1025,"52,24","26,12","41,0","41,6","12,0",50,21,"15,4",50
1026,"52,24","26,12","41,2","41,0","12,0",50,23,"16,9",50
1027,"52,24","26,12","41,0","41,0","12,0",50,24,"16,9",50
1028,"52,24","26,12","41,0","41,0","12,0",50,25,"16,9",50
1029,"52,24","26,12","41,0","41,0","12,0",50,26,"16,9",50
1030,"53,47","26,74","41,0","41,0","12,0",50,27,"16,9",50
1031,"53,47","26,74","41,2","41,5","12,0",50,28,"16,9",50
1032,"53,47","26,74","41,2","41,3","12,0",50,29,"16,9",50
1033,"53,47","26,74","41,2","41,3","12,0",50,30,"16,9",50
1034,"53,47","26,74","41,2","41,2","11,9",50,30,"16,9",50
1035,"54,71","27,36","41,2","41,2","12,0",50,31,"16,9",50
1036,"55,96","27,98","41,3","41,3","12,0",50,32,"16,9",50
1037,"55,96","27,98","41,3","41,3","12,0",50,33,"17,6",50
1038,"55,96","27,98","41,5","41,5","12,0",50,34,"17,6",50
1039,"57,21","28,61","41,5","41,5","12,0",50,35,"17,6",50
1040,"58,46","29,23","41,2","41,5","12,0",50,36,"18,1",50
1041,"59,72","29,86","41,6","41,6","11,9",50,37,"18,5",50
1042,"59,72","29,86","41,6","41,5","12,1",50,38,"19,1",50
1043,"60,99","30,50","41,8","41,8","12,0",50,38,"19,6",50
1044,"62,26","31,13","41,8","41,8","12,0",50,38,20,50
1045,"62,26","31,13","42,3","41,8","12,0",50,38,"20,2",50
1046,"64,82","32,41","41,9","42,1","12,0",50,40,"23,1",50
1047,"64,82","32,41","42,2","42,1","12,0",50,41,"24,8",0
1048,"66,10","33,05","42,2","42,2","12,0",50,42,"26,5",0
1049,"68,70","34,35","42,3","42,3","12,0",50,42,"28,4",0
1050,"68,70","34,35","42,5","42,3","11,9",50,44,"33,5",0
1051,"71,31","35,66","42,3","42,5","12,0",50,44,"35,6",0
1052,"72,63","36,32","42,6","42,5","12,0",50,45,"35,6",0
1053,"75,28","37,64","42,8","42,6","12,0",50,46,"35,6",0
1054,"75,28","37,64","42,9","42,9","12,0",50,49,"35,6",0
1055,"76,62","38,31","43,1","42,9","12,0",50,50,"35,6",0
1056,"79,31","39,66","43,2","43,2","12,0",50,51,"35,6",0
1057,"80,66","40,33","43,1","43,4","12,0",50,51,"35,6",0
1058,"83,38","41,69","43,5","43,4","12,0",50,52,"35,6",0
1059,"84,75","42,38","43,8","43,7","11,9",50,54,"35,6",0
1060,"87,52","43,76","43,8","43,8","12,0",50,56,"35,6",0
1061,"90,30","45,15","44,1","43,7","11,9",50,57,"35,6",0
1062,"91,71","45,86","44,1","44,1","11,9",50,58,"35,6",0
1063,"94,53","47,27","44,4","44,2","11,9",50,59,"35,6",0
1064,"95,96","47,98","44,5","44,5","11,9",50,59,"36,5",0
1065,"98,82","49,41","44,6","44,6","12,0",50,60,"37,7",0
1066,"100,26","50,13","44,8","44,8","11,9",50,62,"38,2",0
1067,"103,17","51,59","45,1","45,1","12,0",50,63,"39,2",0
1068,"106,10","53,05","45,1","45,2","11,9",50,64,"39,7",0
1069,"109,06","54,53","45,3","45,3","11,9",50,65,"40,4",0
1070,"112,05","56,03","45,3","45,5","11,9",50,66,"41,1",0
1071,"113,56","56,78","45,6","45,6","12,1",50,67,"41,8",0
1072,"116,59","58,30","45,8","45,8","11,9",50,67,"42,5",0
1073,"118,12","59,06","45,9","45,9","11,9",50,68,"43,2",0
1074,"122,74","61,37","46,3","46,0","11,9",50,69,"43,8",0
1075,"124,30","62,15","46,0","45,9","11,9",50,70,"44,5",0
1076,"124,30","62,15","46,0","46,2","11,9",50,70,"45,2",0
1077,"127,44","63,72","46,2","46,3","11,9",50,71,"45,9",0
1078,"129,02","64,51","46,4","46,3","12,0",50,72,"46,6",0
1079,"130,61","65,31","46,4","46,4","11,9",50,73,"47,3",0
1080,"132,20","66,10","46,4","46,6","12,0",50,73,"47,9",0
1081,"137,03","68,52","47,1","46,4","11,9",50,74,"48,6",0
1082,"137,03","68,52","46,7","46,7","11,9",50,75,"49,3",0
1083,"138,66","69,33","46,7","46,7","11,9",50,76,50,0
1084,"141,94","70,97","46,8","46,8","11,8",50,77,"50,7",0
1085,"143,59","71,80","47,0","47,5","11,9",50,77,"51,4",0
1086,"143,59","71,80","47,0","47,0","12,0",50,78,"52,1",0
1087,"146,92","73,46","47,1","46,8","11,8",50,79,"52,8",0
1088,"148,60","74,30","47,1","47,1","11,9",50,80,"53,5",0
1089,"150,28","75,14","47,3","47,3","12,0",50,80,"54,2",0
1090,"153,68","76,84","47,4","47,3","12,0",50,81,"54,8",0
1091,"153,68","76,84","47,4","47,4","11,9",50,81,"55,5",0
1092,"157,11","78,56","47,5","47,5","12,0",50,81,"55,5",0
1093,"157,11","78,56","47,7","47,5","11,8",50,81,"55,5",0
1094,"158,84","79,42","47,8","47,7","11,8",50,81,"55,5",0
1095,"160,57","80,29","47,8","47,8","11,9",50,81,"55,5",0
1096,"162,32","81,16","47,8","47,8","11,9",50,81,"55,5",0
1097,"158,84","79,42","47,9","47,9","11,9",50,81,"55,5",0
1098,"158,84","79,42","47,9","48,1","11,9",50,81,"55,5",0
1099,"158,84","79,42","47,9","47,9","11,9",50,81,"55,5",0
1100,"162,32","81,16","48,1","47,9","11,9",50,81,"55,5",0
1101,"162,32","81,16","47,9","48,3","11,9",50,81,"55,5",0
1102,"172,99","86,50","48,2","48,2","11,9",50,81,"55,5",0
1103,"165,84","82,92","48,2","48,4","12,1",50,81,"55,5",0
1104,"172,99","86,50","48,3","48,3","11,9",50,81,"55,5",0
1105,"172,99","86,50","48,3","48,3","11,8",50,81,"55,5",0
1106,"174,80","87,40","48,3","48,3","11,9",50,81,"55,5",0
1107,"176,62","88,31","48,4","48,3","11,8",50,81,"55,5",0
1108,"178,45","89,23","48,4","48,4","11,8",50,81,"55,5",0
1109,"180,29","90,15","48,6","48,6","11,8",50,81,"55,5",0
1110,"180,29","90,15","48,6","48,6","11,8",50,81,"55,5",0
1111,"182,14","91,07","48,7","48,6","11,9",50,81,"55,5",0
1112,"182,14","91,07","48,7","48,7","11,9",50,81,"55,5",0
1113,"178,45","89,23","48,8","49,0","12,0",50,81,"55,5",0
1114,"178,45","89,23","48,8","49,1","12,1",50,81,"55,5",0
1115,"187,74","93,87","48,8","48,8","11,9",50,81,"55,5",0
1116,"182,14","91,07","49,0","49,1","11,9",50,80,0,0
1117,"187,74","93,87","48,7","49,0","11,9",50,80,0,0
1118,"189,63","94,82","49,0","49,2","12,0",50,80,0,0
1119,"184,00","92,00","49,1","49,1","11,9",50,80,0,0
1120,"189,63","94,82","49,1","49,1","12,0",50,80,0,0
1121,"185,87","92,94","49,0","49,1","11,9",50,80,0,0
1122,"189,63","94,82","49,1","49,0","11,8",50,80,0,0
1123,"182,14","91,07","49,0","49,1","11,9",50,80,0,0
1124,"176,62","88,31","48,8","49,6","11,9",50,80,0,0
1125,"187,74","93,87","48,6","48,7","12,0",50,80,0,0
1126,"185,87","92,94","48,6","48,6","11,9",50,80,0,0
1127,"184,00","92,00","48,6","48,1","11,8",50,80,0,0
1128,"182,14","91,07","48,1","48,1","11,9",50,80,0,0
1129,"182,14","91,07","47,8","47,9","12,0",50,80,0,0
1130,"178,45","89,23","47,7","47,4","11,9",50,80,0,0
1131,"176,62","88,31","47,3","47,1","12,0",50,80,0,0
1132,"174,80","87,40","47,0","47,0","11,9",50,80,0,0
1133,"171,19","85,60","46,8","46,6","11,9",50,80,0,0
1134,"169,40","84,70","46,3","46,3","12,0",50,80,0,0
1135,"165,84","82,92","46,2","46,2","11,8",50,80,0,0
1136,"164,07","82,04","45,9","45,9","12,0",50,80,0,0
1137,"162,32","81,16","45,8","45,5","12,0",50,80,0,0
1138,"158,84","79,42","45,2","45,5","12,0",50,80,0,0
1139,"155,39","77,70","45,2","45,2","11,8",50,80,0,0
1140,"157,11","78,56","44,6","45,9","11,9",50,80,0,0
1141,"145,25","72,63","44,6","45,6","11,9",50,80,0,0
1142,"148,60","74,30","44,4","44,6","11,9",50,80,0,0
1143,"146,92","73,46","44,5","44,4","11,9",50,80,0,0
1144,"145,25","72,63","44,2","44,2","11,8",50,80,0,0
1145,"141,94","70,97","44,1","44,1","12,0",50,80,0,0
1146,"140,30","70,15","43,9","43,8","11,8",50,80,0,0
1147,"137,03","68,52","43,8","43,8","12,0",50,80,0,0
1148,"133,80","66,90","42,9","43,7","12,0",50,80,0,0
1149,"133,80","66,90","43,4","43,4","12,0",50,80,0,0
1150,"130,61","65,31","42,9","43,4","12,0",50,80,0,0
1151,"121,20","60,60","43,2","43,2","11,8",50,80,0,0
1152,"127,44","63,72","42,9","43,1","12,0",50,80,0,0
1153,"125,87","62,94","42,9","43,1","12,0",50,80,0,0
1154,"124,30","62,15","42,8","42,8","11,8",50,80,0,0
1155,"122,74","61,37","42,6","42,8","12,0",50,80,0,0
1156,"121,20","60,60","42,6","42,6","11,9",50,80,0,0
1157,"119,65","59,83","42,5","42,5","11,9",50,80,0,0
1158,"118,12","59,06","42,3","42,2","11,8",50,80,0,0
1159,"116,59","58,30","42,2","42,3","11,9",50,80,0,0
1160,"115,07","57,54","42,3","42,3","11,9",50,80,0,0
1161,"113,56","56,78","42,3","42,2","11,9",50,80,0,0
1162,"112,05","56,03","41,9","41,8","11,9",50,80,0,0
1163,"110,56","55,28","42,5","41,8","11,8",50,80,0,0
1164,"110,56","55,28","42,5","41,8","11,7",50,80,0,0
1165,"109,06","54,53","41,8","41,8","12,0",50,80,0,0
1166,"104,63","52,32","42,1","41,8","11,8",50,80,0,0
1167,"106,10","53,05","41,6","41,6","12,0",50,80,0,0
1168,"104,63","52,32","41,6","41,6","11,9",50,80,0,0
1169,"100,26","50,13","41,5","41,6","11,8",50,80,0,0
1170,"103,17","51,59","41,5","41,6","11,9",50,80,0,0
1171,"101,71","50,86","41,3","41,5","12,0",50,80,0,0
1172,"100,26","50,13","41,3","41,3","11,8",50,80,0,0
1173,"100,26","50,13","41,3","41,3","11,8",50,80,0,0
1174,"98,82","49,41","41,3","41,3","12,0",50,80,0,0
1175,"93,12","46,56","41,2","41,2","11,8",50,80,0,0
1176,"95,96","47,98","41,2","41,2","11,9",50,20,"15,4",0
1177,"93,12","46,56","41,2","41,2","11,9",50,20,"15,4",50
1178,"94,53","47,27","41,0","41,0","11,9",50,20,"7,7",50
1179,"94,53","47,27","41,0","41,0","11,9",50,20,"7,7",50
1180,"93,12","46,56","41,0","41,0","11,8",50,20,"7,7",50
1181,"93,12","46,56","41,0","40,9","11,9",50,20,"7,7",50
1182,"91,71","45,86","41,0","40,7","11,9",50,20,"7,7",50
1183,"90,30","45,15","40,9","40,9","11,9",50,20,"7,7",50
1184,"90,30","45,15","40,9","40,7","11,9",50,20,"7,7",50
1185,"88,91","44,46","41,2","40,7","11,9",50,20,"7,7",50
1186,"87,52","43,76","40,7","40,7","11,9",50,20,"7,7",50
1187,"87,52","43,76","40,7","40,5","11,9",50,20,"7,7",50
1188,"84,75","42,38","40,5","40,5","11,9",50,20,"7,7",50
1189,"84,75","42,38","40,5","40,5","11,9",50,20,"15,4",50
1190,"84,75","42,38","40,5","40,5","11,9",50,20,"15,4",50
1191,"84,75","42,38","40,4","40,9","11,9",50,20,"15,4",50
1192,"84,75","42,38","40,4","40,4","11,9",50,20,"15,4",50
1193,"83,38","41,69","40,2","40,4","11,9",50,20,"15,4",50
1194,"83,38","41,69","40,2","40,4","11,9",50,20,"15,4",50
1195,"83,38","41,69","40,4","40,2","11,9",50,20,"15,4",50
1196,"82,02","41,01","40,2","40,2","11,9",50,20,"15,4",50
1197,"82,02","41,01","40,2","40,4","11,9",50,20,"15,4",50
1198,"80,66","40,33","40,2","39,9","11,9",50,20,"15,4",50
1199,"82,02","41,01","40,2","40,1","11,9",50,20,"15,4",50
1200,"80,66","40,33","40,2","40,2","11,9",50,20,"15,4",50
1201,"79,31","39,66","39,9","40,2","11,9",50,20,"15,4",50
1202,"80,66","40,33","40,1","40,1","11,9",50,20,"15,4",50
1203,"80,66","40,33","40,1","40,2","12,0",50,20,"15,4",50
1204,"79,31","39,66","40,1","40,1","11,9",50,20,"15,4",50
1205,"79,31","39,66","40,1","40,1","11,9",50,20,"15,4",50
1206,"79,31","39,66","40,2","40,1","11,9",50,21,"15,4",50
1207,"79,31","39,66","39,9","40,2","11,9",50,23,"16,9",50
1208,"79,31","39,66","40,1","40,2","11,9",50,24,"16,9",50
1209,"79,31","39,66","40,4","40,2","11,9",50,25,"16,9",50
1210,"79,31","39,66","40,4","40,2","11,9",50,26,"16,9",50
1211,"79,31","39,66","40,4","40,4","11,9",50,27,"16,9",50
1212,"79,31","39,66","40,5","40,5","11,9",50,28,"16,9",50
1213,"79,31","39,66","40,5","40,7","11,9",50,29,"16,9",50
1214,"80,66","40,33","40,7","40,7","11,9",50,30,"16,9",50
1215,"80,66","40,33","40,7","40,9","12,0",50,30,"16,9",50
1216,"80,66","40,33","41,3","41,0","11,9",50,31,"16,9",50
1217,"82,02","41,01","41,2","41,0","11,9",50,32,"16,9",50
1218,"82,02","41,01","41,2","41,2","11,9",50,33,"17,6",50
1219,"83,38","41,69","41,3","41,3","11,9",50,34,"17,6",50
1220,"82,02","41,01","41,5","41,5","11,9",50,35,"17,6",50
1221,"84,75","42,38","41,6","41,6","11,9",50,36,"18,1",50
1222,"84,75","42,38","41,5","41,8","11,9",50,37,"18,5",50
1223,"86,13","43,07","42,1","41,8","11,9",50,38,"19,1",50
1224,"86,13","43,07","42,1","41,9","11,9",50,38,"19,6",50
1225,"87,52","43,76","42,1","42,1","11,9",50,38,20,50
1226,"88,91","44,46","42,2","42,1","11,9",50,38,"20,2",50
1227,"88,91","44,46","42,3","42,3","11,9",50,40,"23,1",50
1228,"90,30","45,15","42,3","42,5","11,9",50,41,"24,8",0
1229,"91,71","45,86","42,5","42,5","11,9",50,42,"26,5",0
1230,"93,12","46,56","42,3","42,6","11,9",50,42,"28,4",0
1231,"93,12","46,56","42,8","42,8","11,9",50,44,"33,5",0
1232,"94,53","47,27","42,8","42,8","11,9",50,44,"35,6",0
1233,"95,96","47,98","42,8","42,9","11,9",50,45,"35,6",0
1234,"97,39","48,70","43,1","43,1","11,9",50,46,"35,6",0
1235,"98,82","49,41","43,2","43,1","11,9",50,49,"35,6",0
1236,"97,39","48,70","43,8","43,2","11,9",50,50,"35,6",0
1237,"101,71","50,86","43,5","43,5","11,9",50,51,"35,6",0
1238,"104,63","52,32","44,1","43,9","11,9",50,51,"35,6",0
1239,"106,10","53,05","44,2","43,7","11,9",50,52,"35,6",0
1240,"107,58","53,79","43,8","43,9","11,9",50,54,"35,6",0
1241,"110,56","55,28","44,2","43,7","12,0",50,56,"35,6",0
1242,"110,56","55,28","44,2","44,2","11,9",50,57,"35,6",0
1243,"112,05","56,03","44,4","44,4","11,9",50,58,"35,6",0
1244,"113,56","56,78","44,4","44,5","11,9",50,59,"35,6",0
1245,"115,07","57,54","44,9","44,5","11,9",50,59,"36,5",0
1246,"118,12","59,06","44,8","44,8","11,9",50,60,"37,7",0
1247,"119,65","59,83","44,9","44,9","11,8",50,62,"38,2",0
1248,"121,20","60,60","45,6","45,5","11,9",50,63,"39,2",0
1249,"124,30","62,15","45,1","45,1","11,9",50,64,"39,7",0
1250,"125,87","62,94","45,3","45,3","11,9",50,65,"40,4",0
1251,"127,44","63,72","45,3","45,3","11,8",50,66,"41,1",0
1252,"129,02","64,51","45,5","45,5","11,9",50,67,"41,8",0
1253,"132,20","66,10","45,8","45,6","11,9",50,67,"42,5",0
1254,"133,80","66,90","45,6","45,8","11,9",50,68,"43,2",0
1255,"135,42","67,71","45,9","45,6","11,8",50,69,"43,8",0
1256,"137,03","68,52","45,9","46,0","11,9",50,70,"44,5",0
1257,"138,66","69,33","46,2","46,2","11,9",50,70,"45,2",0
1258,"140,30","70,15","46,2","46,2","11,8",50,71,"45,9",0
1259,"143,59","71,80","46,2","46,2","11,8",50,72,"46,6",0
1260,"143,59","71,80","46,4","46,4","11,9",50,73,"47,3",0
1261,"145,25","72,63","46,6","46,4","11,9",50,73,"47,9",0
1262,"146,92","73,46","46,3","46,7","11,9",50,74,"48,6",0
1263,"146,92","73,46","46,7","46,7","11,8",50,75,"49,3",0
1264,"150,28","75,14","46,8","46,8","11,9",50,76,50,0
1265,"151,98","75,99","47,0","47,0","11,8",50,77,"50,7",0
1266,"153,68","76,84","47,1","47,0","11,8",50,77,"51,4",0
1267,"155,39","77,70","47,1","46,8","11,8",50,78,"52,1",0
1268,"157,11","78,56","47,3","47,3","11,9",50,79,"52,8",0
1269,"158,84","79,42","47,3","47,3","11,9",50,80,"53,5",0
1270,"160,57","80,29","47,5","47,3","11,9",50,80,"54,2",0
1271,"162,32","81,16","47,5","47,3","11,9",50,81,"54,8",0
1272,"164,07","82,04","47,7","47,7","11,8",50,81,"55,5",0
1273,"164,07","82,04","47,8","47,8","11,7",50,81,"55,5",0
1274,"167,61","83,81","47,9","47,9","11,8",50,81,"55,5",0
1275,"167,61","83,81","48,1","47,9","11,8",50,81,"55,5",0
1276,"169,40","84,70","48,1","48,1","11,7",50,81,"55,5",0
1277,"171,19","85,60","48,2","48,2","11,9",50,81,"55,5",0
1278,"172,99","86,50","48,3","48,3","11,9",50,81,"55,5",0
1279,"174,80","87,40","48,4","48,4","11,9",50,81,"55,5",0
1280,"176,62","88,31","48,6","48,4","11,7",50,81,"55,5",0
1281,"176,62","88,31","48,6","48,6","11,9",50,81,"55,5",0
1282,"178,45","89,23","48,6","48,6","11,9",50,81,"55,5",0
1283,"180,29","90,15","48,7","48,7","11,8",50,81,"55,5",0
1284,"180,29","90,15","48,7","48,8","11,8",50,81,"55,5",0
1285,"182,14","91,07","48,8","49,0","12,0",50,81,"55,5",0
1286,"184,00","92,00","49,0","49,0","12,0",50,81,"55,5",0
1287,"184,00","92,00","49,0","49,0","11,8",50,81,"55,5",0
1288,"185,87","92,94","49,1","49,1","11,9",50,81,"55,5",0
1289,"185,87","92,94","49,2","49,1","11,8",50,81,"55,5",0
1290,"189,63","94,82","49,0","49,2","11,9",50,81,"55,5",0
1291,"187,74","93,87","49,2","49,2","11,7",50,81,"55,5",0
1292,"189,63","94,82","49,4","49,4","11,7",50,81,"55,5",0
1293,"191,53","95,77","49,5","49,4","11,8",50,81,"55,5",0
1294,"195,36","97,68","49,5","49,5","12,0",50,81,"55,5",0
1295,"193,44","96,72","49,5","49,7","12,0",50,81,"55,5",0
1296,"193,44","96,72","49,6","49,6","11,8",50,81,"55,5",0
1297,"195,36","97,68","49,6","49,6","12,0",50,80,0,0
1298,"195,36","97,68","49,7","49,7","11,8",50,80,0,0
1299,"197,29","98,65","49,7","49,7","11,8",50,80,0,0
1300,"197,29","98,65","49,9","49,9","11,8",50,80,0,0
1301,"197,29","98,65","49,7","49,9","11,9",50,80,0,0
1302,"197,29","98,65","49,9","49,9","11,9",50,80,0,0
1303,"197,29","98,65","49,7","49,7","11,8",50,80,0,0
1304,"195,36","97,68","49,7","49,7","11,8",50,80,0,0
